TIMESTAMP,ContextTokens,GeneratedTokens
2023-11-16 18:16:44.1845350,411,101
2023-11-16 18:16:44.9463190,395,99
2023-11-16 18:16:46.8641860,972,392
2023-11-16 18:16:47.5121590,975,409
2023-11-16 18:16:47.9661530,1028,394
2023-11-16 18:16:48.5186180,851,397
2023-11-16 18:16:48.9570740,1083,426
2023-11-16 18:16:49.7933320,386,61
2023-11-16 18:16:51.5689000,120,12
2023-11-16 18:16:51.6708580,394,83
2023-11-16 18:16:52.0288970,209,217
2023-11-16 18:16:52.9907610,2294,72
2023-11-16 18:16:53.3362740,416,79
2023-11-16 18:16:54.1205230,56,164
2023-11-16 18:16:55.3627990,1083,378
2023-11-16 18:16:57.1385400,374,54
2023-11-16 18:16:58.6072120,1078,428
2023-11-16 18:16:59.4529200,1001,427
2023-11-16 18:16:59.9652410,1064,395
2023-11-16 18:17:00.7275850,980,384
2023-11-16 18:17:02.5144880,385,98
2023-11-16 18:17:03.2389700,1146,466
2023-11-16 18:17:04.9349320,1059,649
2023-11-16 18:17:05.4222470,40,134
2023-11-16 18:17:06.1119960,1314,137
2023-11-16 18:17:06.4979770,1314,203
2023-11-16 18:17:07.1018040,1056,398
2023-11-16 18:17:08.7466820,1103,520
2023-11-16 18:17:09.5996540,1079,419
2023-11-16 18:17:11.2525270,411,81
2023-11-16 18:17:11.5748650,1106,414
2023-11-16 18:17:12.4135650,1021,428
2023-11-16 18:17:13.4015580,399,86
2023-11-16 18:17:14.0259640,91,16
2023-11-16 18:17:14.1593100,1048,399
2023-11-16 18:17:15.0621540,206,217
2023-11-16 18:17:16.0760100,91,16
2023-11-16 18:17:16.9231770,194,223
2023-11-16 18:17:18.0672970,203,217
2023-11-16 18:17:18.9441360,878,110
2023-11-16 18:17:20.7336250,445,174
2023-11-16 18:17:21.1926490,1009,420
2023-11-16 18:17:22.0963870,1067,429
2023-11-16 18:17:23.4027630,313,18
2023-11-16 18:17:23.7166460,209,167
2023-11-16 18:17:24.8593070,435,111
2023-11-16 18:17:26.3254020,1184,394
2023-11-16 18:17:27.1267490,1119,397
2023-11-16 18:17:28.1415580,1095,417
2023-11-16 18:17:28.8816870,1996,70
2023-11-16 18:17:29.2540510,1132,414
2023-11-16 18:17:30.1926510,206,167
2023-11-16 18:17:31.5968230,404,109
2023-11-16 18:17:32.6331280,1013,422
2023-11-16 18:17:33.0705980,1069,499
2023-11-16 18:17:34.0270310,895,393
2023-11-16 18:17:35.7314870,212,217
2023-11-16 18:17:37.0404600,307,18
2023-11-16 18:17:37.8048800,936,431
2023-11-16 18:17:39.1591490,431,97
2023-11-16 18:17:39.8957790,1163,429
2023-11-16 18:17:40.6210100,971,373
2023-11-16 18:17:41.4368210,1139,371
2023-11-16 18:17:42.0538090,1176,373
2023-11-16 18:17:43.2143630,401,147
2023-11-16 18:17:44.3486340,1053,383
2023-11-16 18:17:45.2329090,945,504
2023-11-16 18:17:46.0899990,1062,413
2023-11-16 18:17:46.8038340,419,130
2023-11-16 18:17:47.5484570,4082,104
2023-11-16 18:17:49.4980170,91,24
2023-11-16 18:17:49.9601410,10,146
2023-11-16 18:17:50.4581890,1021,390
2023-11-16 18:17:51.3622260,403,142
2023-11-16 18:17:51.6150610,1034,377
2023-11-16 18:17:52.4645030,1314,159
2023-11-16 18:17:53.0525920,1093,382
2023-11-16 18:17:54.5548400,4085,59
2023-11-16 18:17:54.9691250,1354,225
2023-11-16 18:17:55.7820320,206,179
2023-11-16 18:17:56.3576650,1007,424
2023-11-16 18:17:56.7784330,395,92
2023-11-16 18:17:57.4905280,1159,399
2023-11-16 18:17:58.0510410,203,162
2023-11-16 18:17:59.4629280,401,125
2023-11-16 18:18:00.9136600,77,187
2023-11-16 18:18:01.5614790,1118,378
2023-11-16 18:18:01.8094890,1211,450
2023-11-16 18:18:02.3197540,1066,421
2023-11-16 18:18:02.9075210,385,112
2023-11-16 18:18:04.8410630,91,16
2023-11-16 18:18:05.7223470,1125,395
2023-11-16 18:18:06.9451580,1046,393
2023-11-16 18:18:07.5456770,997,415
2023-11-16 18:18:08.1530850,1160,421
2023-11-16 18:18:08.3572150,206,162
2023-11-16 18:18:09.6737700,163,157
2023-11-16 18:18:10.0842840,200,217
2023-11-16 18:18:10.2453980,1004,412
2023-11-16 18:18:12.0673830,1032,387
2023-11-16 18:18:12.4698320,1113,98
2023-11-16 18:18:13.1001330,371,54
2023-11-16 18:18:13.7206960,4101,58
2023-11-16 18:18:14.0774910,405,83
2023-11-16 18:18:14.9384730,1062,393
2023-11-16 18:18:15.6596320,8,122
2023-11-16 18:18:15.9531420,405,110
2023-11-16 18:18:16.6577870,1113,399
2023-11-16 18:18:16.8681250,209,217
2023-11-16 18:18:17.5877230,1037,415
2023-11-16 18:18:18.0614790,218,179
2023-11-16 18:18:19.1440310,1093,429
2023-11-16 18:18:21.2392710,1076,464
2023-11-16 18:18:21.6827540,1047,401
2023-11-16 18:18:22.5360850,1232,419
2023-11-16 18:18:23.4178130,1049,667
2023-11-16 18:18:24.0260720,921,114
2023-11-16 18:18:24.3180850,1035,405
2023-11-16 18:18:24.6807160,4076,38
2023-11-16 18:18:25.1243840,161,159
2023-11-16 18:18:25.8946530,1051,410
2023-11-16 18:18:26.5284590,996,385
2023-11-16 18:18:27.0789950,310,18
2023-11-16 18:18:27.7341810,4099,55
2023-11-16 18:18:28.1194520,1036,425
2023-11-16 18:18:28.3965080,1269,451
2023-11-16 18:18:29.4372930,4076,51
2023-11-16 18:18:30.4376460,409,146
2023-11-16 18:18:31.2597480,4088,67
2023-11-16 18:18:31.5319360,4086,37
2023-11-16 18:18:32.1581070,200,161
2023-11-16 18:18:32.9690150,1201,546
2023-11-16 18:18:33.5195400,130,199
2023-11-16 18:18:34.1989740,394,94
2023-11-16 18:18:34.5144890,1091,436
2023-11-16 18:18:36.2720800,396,65
2023-11-16 18:18:36.6232030,1046,429
2023-11-16 18:18:37.4977210,1117,428
2023-11-16 18:18:37.9442660,403,101
2023-11-16 18:18:39.2539150,1036,411
2023-11-16 18:18:39.9116680,1142,436
2023-11-16 18:18:41.1395180,1039,593
2023-11-16 18:18:42.0699410,373,66
2023-11-16 18:18:42.6561570,1241,421
2023-11-16 18:18:43.0991360,1436,386
2023-11-16 18:18:43.5749260,212,217
2023-11-16 18:18:44.1069680,395,142
2023-11-16 18:18:45.4272570,200,167
2023-11-16 18:18:45.6340250,391,93
2023-11-16 18:18:46.0553450,913,398
2023-11-16 18:18:46.5758420,1161,408
2023-11-16 18:18:47.4849730,1116,401
2023-11-16 18:18:47.7525750,1320,201
2023-11-16 18:18:48.3233200,1288,418
2023-11-16 18:18:48.6073810,402,134
2023-11-16 18:18:49.2049670,1042,373
2023-11-16 18:18:50.0427920,1129,396
2023-11-16 18:18:50.7795180,407,122
2023-11-16 18:18:51.2659710,967,398
2023-11-16 18:18:51.7592250,4082,31
2023-11-16 18:18:52.4626260,383,58
2023-11-16 18:18:52.6021970,4083,46
2023-11-16 18:18:53.5713290,1317,268
2023-11-16 18:18:53.8966600,3053,69
2023-11-16 18:18:54.5128610,1314,161
2023-11-16 18:18:55.0450840,370,69
2023-11-16 18:18:55.2914420,1297,368
2023-11-16 18:18:55.5677710,4078,62
2023-11-16 18:18:57.1897410,4132,75
2023-11-16 18:18:57.7391160,134,202
2023-11-16 18:18:58.6383220,391,93
2023-11-16 18:18:59.9552160,1296,398
2023-11-16 18:19:00.5422800,2786,99
2023-11-16 18:19:01.5718270,4077,40
2023-11-16 18:19:02.0879840,1033,394
2023-11-16 18:19:02.5711640,4075,58
2023-11-16 18:19:03.8825600,406,89
2023-11-16 18:19:04.7655230,4095,50
2023-11-16 18:19:05.5030720,1005,111
2023-11-16 18:19:06.2590390,4084,66
2023-11-16 18:19:07.0176670,431,99
2023-11-16 18:19:07.8327280,4075,28
2023-11-16 18:19:09.0615460,218,179
2023-11-16 18:19:09.3845110,22,147
2023-11-16 18:19:10.0831220,1135,410
2023-11-16 18:19:10.4569570,163,158
2023-11-16 18:19:11.3223190,978,401
2023-11-16 18:19:12.1792540,1262,373
2023-11-16 18:19:12.4574690,1196,385
2023-11-16 18:19:13.5313630,392,74
2023-11-16 18:19:14.3577740,987,393
2023-11-16 18:19:15.3706150,908,90
2023-11-16 18:19:16.3412940,1035,411
2023-11-16 18:19:16.6982440,907,429
2023-11-16 18:19:16.8715510,203,217
2023-11-16 18:19:17.1876740,4093,35
2023-11-16 18:19:18.1241700,380,112
2023-11-16 18:19:18.4577720,368,62
2023-11-16 18:19:18.6205980,910,60
2023-11-16 18:19:19.5766160,4070,77
2023-11-16 18:19:20.0852290,404,101
2023-11-16 18:19:20.4343100,1118,385
2023-11-16 18:19:20.7198250,374,70
2023-11-16 18:19:21.4507790,167,217
2023-11-16 18:19:22.8549790,914,100
2023-11-16 18:19:24.2506980,206,171
2023-11-16 18:19:24.7555710,374,73
2023-11-16 18:19:25.4593490,4079,53
2023-11-16 18:19:26.1491810,4119,59
2023-11-16 18:19:26.9989210,405,96
2023-11-16 18:19:28.0895170,1009,399
2023-11-16 18:19:28.7734430,1133,432
2023-11-16 18:19:29.3904840,1321,180
2023-11-16 18:19:31.1824020,420,103
2023-11-16 18:19:31.8697660,4122,73
2023-11-16 18:19:32.3776190,4082,128
2023-11-16 18:19:33.0364000,414,101
2023-11-16 18:19:33.1775130,1083,429
2023-11-16 18:19:34.1730910,203,183
2023-11-16 18:19:34.9989210,1199,396
2023-11-16 18:19:35.4655620,980,516
2023-11-16 18:19:35.6975570,1313,169
2023-11-16 18:19:36.1927120,1049,395
2023-11-16 18:19:36.8848090,206,186
2023-11-16 18:19:37.3718180,1196,425
2023-11-16 18:19:37.6881850,173,158
2023-11-16 18:19:38.0915140,379,59
2023-11-16 18:19:38.6092160,191,217
2023-11-16 18:19:39.1011590,1207,386
2023-11-16 18:19:39.3317100,396,96
2023-11-16 18:19:39.5263260,371,85
2023-11-16 18:19:40.0788690,1008,373
2023-11-16 18:19:40.5811660,2216,49
2023-11-16 18:19:42.1029470,763,30
2023-11-16 18:19:43.6407410,394,110
2023-11-16 18:19:44.2605140,4089,84
2023-11-16 18:19:44.7573760,1004,396
2023-11-16 18:19:45.6524360,171,198
2023-11-16 18:19:46.4830990,419,93
2023-11-16 18:19:47.7313560,1264,418
2023-11-16 18:19:48.9704040,1312,134
2023-11-16 18:19:49.3145370,1024,393
2023-11-16 18:19:50.7059790,432,95
2023-11-16 18:19:51.6645710,2636,82
2023-11-16 18:19:52.5444200,396,105
2023-11-16 18:19:54.1465130,206,183
2023-11-16 18:19:54.7022780,944,40
2023-11-16 18:19:55.1950620,408,129
2023-11-16 18:19:55.9149020,30,164
2023-11-16 18:19:56.2750580,1009,399
2023-11-16 18:19:57.0488850,388,103
2023-11-16 18:19:58.3328430,1205,391
2023-11-16 18:19:59.2325540,1049,395
2023-11-16 18:19:59.9785710,981,393
2023-11-16 18:20:00.1820790,4076,104
2023-11-16 18:20:00.7185290,379,60
2023-11-16 18:20:01.2096990,1201,45
2023-11-16 18:20:02.0413840,931,92
2023-11-16 18:20:02.6570100,1227,392
2023-11-16 18:20:03.2511690,130,185
2023-11-16 18:20:03.6728730,1136,377
2023-11-16 18:20:03.9012910,91,16
2023-11-16 18:20:04.8659490,1120,397
2023-11-16 18:20:05.5566190,1060,411
2023-11-16 18:20:07.1052520,375,77
2023-11-16 18:20:07.9871530,1211,408
2023-11-16 18:20:08.6999540,1024,429
2023-11-16 18:20:09.0725750,20,182
2023-11-16 18:20:09.6358300,1060,429
2023-11-16 18:20:10.3562850,980,425
2023-11-16 18:20:11.4490860,998,415
2023-11-16 18:20:11.7580830,1264,395
2023-11-16 18:20:12.7637560,1025,428
2023-11-16 18:20:13.3215410,1130,45
2023-11-16 18:20:14.3952280,206,179
2023-11-16 18:20:15.9225800,1989,88
2023-11-16 18:20:16.4649160,392,122
2023-11-16 18:20:17.3012480,1036,403
2023-11-16 18:20:18.4631210,1474,94
2023-11-16 18:20:19.7592910,1031,397
2023-11-16 18:20:20.8727030,983,373
2023-11-16 18:20:21.3505950,181,257
2023-11-16 18:20:22.1391180,1144,395
2023-11-16 18:20:22.3538760,1017,386
2023-11-16 18:20:23.2844960,1191,409
2023-11-16 18:20:23.8197090,1064,394
2023-11-16 18:20:25.0644470,1033,406
2023-11-16 18:20:25.8672020,4138,84
2023-11-16 18:20:26.3237210,1143,393
2023-11-16 18:20:27.1132410,1083,399
2023-11-16 18:20:27.4263900,1317,192
2023-11-16 18:20:28.0849030,398,94
2023-11-16 18:20:28.5126140,403,94
2023-11-16 18:20:28.9410330,1070,387
2023-11-16 18:20:29.8380930,1111,396
2023-11-16 18:20:30.2355240,1015,446
2023-11-16 18:20:30.7654820,1082,385
2023-11-16 18:20:31.7149760,1896,68
2023-11-16 18:20:32.6733710,2275,99
2023-11-16 18:20:33.4492620,1088,421
2023-11-16 18:20:34.0320230,4087,103
2023-11-16 18:20:34.3760780,1191,409
2023-11-16 18:20:35.7195730,1046,399
2023-11-16 18:20:37.2915950,1170,394
2023-11-16 18:20:38.0756240,373,56
2023-11-16 18:20:38.8660090,1015,572
2023-11-16 18:20:39.7855750,1149,423
2023-11-16 18:20:40.3899500,1085,442
2023-11-16 18:20:41.3400880,421,77
2023-11-16 18:20:41.5930450,1072,415
2023-11-16 18:20:42.7545860,405,90
2023-11-16 18:20:43.4727490,1094,376
2023-11-16 18:20:44.2751960,1106,434
2023-11-16 18:20:44.7324730,1082,391
2023-11-16 18:20:45.7775570,435,114
2023-11-16 18:20:46.5646040,1317,235
2023-11-16 18:20:47.1702840,1009,397
2023-11-16 18:20:48.0267190,1054,419
2023-11-16 18:20:48.9252620,1785,137
2023-11-16 18:20:49.6952900,1230,413
2023-11-16 18:20:50.2064450,1051,420
2023-11-16 18:20:50.9466450,4081,41
2023-11-16 18:20:51.7270790,1034,519
2023-11-16 18:20:51.9668570,396,136
2023-11-16 18:20:52.8072430,1282,66
2023-11-16 18:20:53.8674870,1025,591
2023-11-16 18:20:54.7913510,1209,522
2023-11-16 18:20:54.8306710,969,554
2023-11-16 18:20:55.2564780,692,109
2023-11-16 18:20:56.4433020,857,117
2023-11-16 18:20:57.9351490,1313,148
2023-11-16 18:20:58.3151580,1314,218
2023-11-16 18:20:59.1404500,986,441
2023-11-16 18:20:59.5972010,1160,639
